Year,Decile,value,Variable
95,9,0.571865,Cultural and recreational services
95,10,0.60940653,Cultural and recreational services
96,1,0.316507604,Cultural and recreational services
96,2,0.352621416,Cultural and recreational services
96,3,0.438405525,Cultural and recreational services
96,4,0.507993224,Cultural and recreational services
96,5,0.492494356,Cultural and recreational services
96,6,0.532814286,Cultural and recreational services
96,7,0.538504367,Cultural and recreational services
96,8,0.599313899,Cultural and recreational services
96,9,0.574700489,Cultural and recreational services
96,10,0.82300259,Cultural and recreational services
87,1,0.637388055,Education services
87,2,0.98158215,Education services
87,3,1.117473655,Education services
87,4,1.12623505,Education services
87,5,1.24424665,Education services
87,6,1.341081568,Education services
87,7,1.643385615,Education services
87,8,1.592749034,Education services
87,9,1.91031762,Education services
87,10,1.768281617,Education services
88,1,0.627749472,Education services
88,2,0.943352231,Education services
88,3,0.958051388,Education services
88,4,1.408321453,Education services
88,5,1.397759945,Education services
88,6,1.463463974,Education services
88,7,1.646606474,Education services
88,8,1.923242125,Education services
88,9,2.062415022,Education services
88,10,1.999916678,Education services
89,1,0.744375486,Education services
89,2,0.99825695,Education services
89,3,1.118464455,Education services
89,4,1.289835065,Education services
89,5,1.531825722,Education services
89,6,1.683913771,Education services
89,7,1.801836079,Education services
89,8,1.97321774,Education services
89,9,2.146284752,Education services
89,10,1.836572778,Education services
90,1,0.662273619,Education services
90,2,1.059065465,Education services
90,3,1.119853318,Education services
90,4,1.346620118,Education services
90,5,1.436250162,Education services
90,6,1.512818146,Education services
90,7,1.362553507,Education services
90,8,1.860218867,Education services
90,9,1.83978894,Education services
90,10,1.758893724,Education services
91,1,0.948982972,Education services
91,2,0.979550841,Education services
91,3,1.197549183,Education services
91,4,1.322893971,Education services
91,5,1.398140131,Education services
91,6,-2.519828004,Education services
91,7,1.473854868,Education services
91,8,1.473532367,Education services
91,9,1.696924088,Education services
91,10,1.655124303,Education services
92,1,0.95795558,Education services
92,2,0.987564866,Education services
92,3,1.148484017,Education services
92,4,1.134276748,Education services
92,5,1.111001759,Education services
92,6,1.166522189,Education services
92,7,1.227081399,Education services
92,8,1.397921036,Education services
92,9,1.724631667,Education services
92,10,1.458803366,Education services
93,1,0.797632487,Education services
93,2,0.994659542,Education services
93,3,0.897167794,Education services
93,4,1.025384681,Education services
93,5,1.183855109,Education services
93,6,1.214286258,Education services
93,7,1.487374843,Education services
93,8,1.408674548,Education services
93,9,1.496561988,Education services
93,10,1.520665405,Education services
94,1,0.96260986,Education services
94,2,0.858013619,Education services
94,3,0.692871665,Education services
94,4,1.111458687,Education services
94,5,1.146505015,Education services
94,6,1.571005374,Education services
94,7,1.355710589,Education services
94,8,1.743221948,Education services
94,9,1.575904072,Education services
94,10,1.128736461,Education services
95,1,0.831798242,Education services
95,2,0.872528623,Education services
95,3,0.851457902,Education services
95,4,1.038937234,Education services
95,5,1.178301035,Education services
95,6,1.176761742,Education services
95,7,1.238238174,Education services
95,8,1.445004325,Education services
95,9,1.430503439,Education services
95,10,1.326553261,Education services
96,1,0.793122711,Education services
96,2,0.874971681,Education services
96,3,1.087735295,Education services
96,4,1.082948432,Education services
96,5,1.105796951,Education services
96,6,1.206980319,Education services
96,7,1.194690162,Education services
96,8,1.335663037,Education services
96,9,1.193220183,Education services
96,10,1.611235285,Education services
87,1,0.521764345,Food services and catering
87,2,0.712953231,Food services and catering
87,3,0.777846058,Food services and catering
87,4,0.762843925,Food services and catering
87,5,0.919383463,Food services and catering
87,6,0.936124426,Food services and catering
87,7,1.025099142,Food services and catering
87,8,1.161011667,Food services and catering
87,9,0.985691435,Food services and catering
87,10,1.35471568,Food services and catering
88,1,0.468041942,Food services and catering
88,2,1.162451238,Food services and catering
88,3,0.699187176,Food services and catering
88,4,0.624983666,Food services and catering
88,5,0.738246942,Food services and catering
88,6,0.770269064,Food services and catering
88,7,0.808101643,Food services and catering
88,8,1.033931988,Food services and catering
88,9,1.124478557,Food services and catering
88,10,1.353695634,Food services and catering
89,1,0.456729404,Food services and catering
89,2,0.539052647,Food services and catering
89,3,0.795272782,Food services and catering
89,4,0.559619914,Food services and catering
89,5,0.676473291,Food services and catering
89,6,0.738016516,Food services and catering
89,7,0.856864166,Food services and catering
89,8,0.772009228,Food services and catering
89,9,0.96275092,Food services and catering
89,10,1.459414633,Food services and catering
90,1,0.370273111,Food services and catering
90,2,0.489346488,Food services and catering
90,3,0.58534656,Food services and catering
90,4,0.587523362,Food services and catering
90,5,0.583179231,Food services and catering
90,6,0.695852812,Food services and catering
90,7,0.776434708,Food services and catering
90,8,0.870135669,Food services and catering
90,9,0.925592743,Food services and catering
90,10,1.322612131,Food services and catering
91,1,0.317190214,Food services and catering
91,2,0.453574641,Food services and catering
91,3,0.58778818,Food services and catering
91,4,0.5728974,Food services and catering
91,5,0.699020881,Food services and catering
91,6,0.798075562,Food services and catering
91,7,0.559168678,Food services and catering
91,8,0.846168349,Food services and catering
91,9,0.970072873,Food services and catering
91,10,1.264573285,Food services and catering
92,1,0.325219931,Food services and catering
92,2,0.127523054,Food services and catering
92,3,0.494014071,Food services and catering
92,4,0.691211788,Food services and catering
92,5,0.628830091,Food services and catering
92,6,0.785024872,Food services and catering
92,7,0.749622068,Food services and catering
92,8,0.888624845,Food services and catering
92,9,0.903005948,Food services and catering
92,10,1.360509536,Food services and catering
93,1,0.246180464,Food services and catering
93,2,0.410588371,Food services and catering
93,3,0.583241047,Food services and catering
93,4,0.563859542,Food services and catering
93,5,0.627572035,Food services and catering
93,6,0.67480517,Food services and catering
93,7,0.727294513,Food services and catering
93,8,0.739229245,Food services and catering
93,9,0.895682514,Food services and catering
93,10,1.080680383,Food services and catering
94,1,0.263311614,Food services and catering
94,2,0.340773918,Food services and catering
94,3,0.426166275,Food services and catering
94,4,0.580653715,Food services and catering
94,5,0.571982222,Food services and catering
94,6,0.660868462,Food services and catering
94,7,0.702155118,Food services and catering
94,8,0.747379417,Food services and catering
94,9,0.893042486,Food services and catering
94,10,1.193238379,Food services and catering
95,1,0.262438591,Food services and catering
95,2,0.412025819,Food services and catering
95,3,0.458405238,Food services and catering
95,4,0.495128118,Food services and catering
95,5,0.595099195,Food services and catering
95,6,0.613049079,Food services and catering
95,7,0.711653466,Food services and catering
95,8,0.61594748,Food services and catering
95,9,0.811062996,Food services and catering
95,10,1.203609575,Food services and catering
96,1,0.337010585,Food services and catering
96,2,0.429368538,Food services and catering
96,3,0.466242512,Food services and catering
96,4,0.563727622,Food services and catering
96,5,0.644335926,Food services and catering
96,6,0.616734005,Food services and catering
96,7,0.761627346,Food services and catering
96,8,0.787925397,Food services and catering
96,9,0.854994159,Food services and catering
96,10,1.325678982,Food services and catering
87,1,0.002284595,Lodging services
87,2,0.000799577,Lodging services
87,3,0.026728472,Lodging services
87,4,0.025941442,Lodging services
87,5,0.04971379,Lodging services
87,6,0.047782267,Lodging services
87,7,0.047157478,Lodging services
87,8,0.108296701,Lodging services
87,9,0.056432172,Lodging services
87,10,0.210277675,Lodging services
88,1,0.056160803,Lodging services
88,2,0.008272851,Lodging services
88,3,0.011876986,Lodging services
88,4,0.111725243,Lodging services
88,5,0.022918835,Lodging services
88,6,0.080033181,Lodging services
88,7,0.031396997,Lodging services
88,8,0.125033258,Lodging services
88,9,0.081841206,Lodging services
88,10,0.664054091,Lodging services
89,1,0.014589195,Lodging services
89,2,0.070170695,Lodging services
89,3,0.017886602,Lodging services
89,4,0.018500979,Lodging services
89,5,0.038015221,Lodging services
89,6,0.024494256,Lodging services
89,7,0.047045819,Lodging services
89,8,0.07226318,Lodging services
89,9,0.068175214,Lodging services
89,10,0.429013202,Lodging services
90,1,0.003107188,Lodging services
90,2,0.015699233,Lodging services
90,3,0.005417536,Lodging services
90,4,0.020688799,Lodging services
90,5,0.025210973,Lodging services
90,6,0.015009962,Lodging services
90,7,0.061529977,Lodging services
90,8,0.069742789,Lodging services
90,9,0.087147237,Lodging services
90,10,0.518987882,Lodging services
91,1,0.005734627,Lodging services
91,2,0.003005753,Lodging services
91,3,0.002774758,Lodging services
91,4,0.002788245,Lodging services
91,5,0.045345611,Lodging services
91,6,0.054333406,Lodging services
91,7,0.029217635,Lodging services
91,8,-0.031933176,Lodging services
91,9,0.163765617,Lodging services
91,10,0.400641695,Lodging services
92,1,0.001504679,Lodging services
92,2,0.000251897,Lodging services
92,3,0.00966512,Lodging services
92,4,0.024966621,Lodging services
92,5,0.004264473,Lodging services
92,6,0.018923655,Lodging services
92,7,0.027741543,Lodging services
92,8,0.085265418,Lodging services
92,9,0.062403805,Lodging services
92,10,0.232415931,Lodging services
93,1,0.001341301,Lodging services
93,2,0.026030302,Lodging services
93,3,0.008948325,Lodging services
93,4,0.018187916,Lodging services
93,5,0.003982149,Lodging services
93,6,0.055953148,Lodging services
93,7,0.021288314,Lodging services
93,8,0.071389212,Lodging services
93,9,0.063268072,Lodging services
93,10,0.557298909,Lodging services
94,1,0,Lodging services
94,2,0.000950006,Lodging services
94,3,0.015078994,Lodging services
94,4,0.013423781,Lodging services
94,5,0.009624649,Lodging services
94,6,0.041257634,Lodging services
94,7,0.038377272,Lodging services
94,8,0.040986614,Lodging services
94,9,0.0425273,Lodging services
94,10,0.323299638,Lodging services
95,1,0.00339817,Lodging services
95,2,0.008670307,Lodging services
95,3,0.039576156,Lodging services
95,4,0.023408745,Lodging services
95,5,0.037968026,Lodging services
95,6,0.017588152,Lodging services
95,7,0.043487219,Lodging services
95,8,0.052250899,Lodging services
95,9,0.042248487,Lodging services
95,10,0.540709564,Lodging services
96,1,0.001013867,Lodging services
96,2,0.024157898,Lodging services
96,3,0.00861002,Lodging services
96,4,0.040437771,Lodging services
96,5,0.00655079,Lodging services
96,6,0.039802407,Lodging services
96,7,0.023125452,Lodging services
96,8,0.056136665,Lodging services
96,9,0.066878975,Lodging services
96,10,0.408192842,Lodging services
87,1,1.749160606,Miscellaneous personal goods and services
87,2,1.750951609,Miscellaneous personal goods and services
87,3,1.797079016,Miscellaneous personal goods and services
87,4,1.734274393,Miscellaneous personal goods and services
87,5,1.799182479,Miscellaneous personal goods and services
87,6,1.798514681,Miscellaneous personal goods and services
87,7,1.784508131,Miscellaneous personal goods and services
87,8,1.744828772,Miscellaneous personal goods and services
87,9,1.383868436,Miscellaneous personal goods and services
87,10,1.495102381,Miscellaneous personal goods and services
88,1,1.636697948,Miscellaneous personal goods and services
88,2,1.949485521,Miscellaneous personal goods and services
88,3,1.92195424,Miscellaneous personal goods and services
88,4,1.843164404,Miscellaneous personal goods and services
88,5,2.009820742,Miscellaneous personal goods and services
88,6,1.879552239,Miscellaneous personal goods and services
88,7,1.902305652,Miscellaneous personal goods and services
88,8,1.965046596,Miscellaneous personal goods and services
88,9,2.041431046,Miscellaneous personal goods and services
88,10,1.996575043,Miscellaneous personal goods and services
89,1,2.005246087,Miscellaneous personal goods and services
89,2,2.180450104,Miscellaneous personal goods and services
89,3,2.490087002,Miscellaneous personal goods and services
89,4,1.984396157,Miscellaneous personal goods and services
89,5,2.238405656,Miscellaneous personal goods and services
89,6,1.882623409,Miscellaneous personal goods and services
89,7,1.882816957,Miscellaneous personal goods and services
89,8,1.83838914,Miscellaneous personal goods and services
89,9,1.874141174,Miscellaneous personal goods and services
89,10,1.878335938,Miscellaneous personal goods and services
90,1,1.715909239,Miscellaneous personal goods and services
90,2,1.887708766,Miscellaneous personal goods and services
90,3,2.00034266,Miscellaneous personal goods and services
90,4,1.985557704,Miscellaneous personal goods and services
90,5,1.853186764,Miscellaneous personal goods and services
90,6,1.840200402,Miscellaneous personal goods and services
90,7,1.844024528,Miscellaneous personal goods and services
90,8,1.848118704,Miscellaneous personal goods and services
90,9,1.854422316,Miscellaneous personal goods and services
90,10,1.940091957,Miscellaneous personal goods and services
91,1,1.854963352,Miscellaneous personal goods and services
91,2,2.036911383,Miscellaneous personal goods and services
91,3,2.07106162,Miscellaneous personal goods and services
91,4,2.032128807,Miscellaneous personal goods and services
91,5,2.016385276,Miscellaneous personal goods and services
91,6,2.037994556,Miscellaneous personal goods and services
91,7,1.865364006,Miscellaneous personal goods and services
91,8,1.884972745,Miscellaneous personal goods and services
91,9,1.944757132,Miscellaneous personal goods and services
91,10,1.865790224,Miscellaneous personal goods and services
92,1,2.183796921,Miscellaneous personal goods and services
92,2,2.052516018,Miscellaneous personal goods and services
92,3,2.290233681,Miscellaneous personal goods and services
92,4,2.233306038,Miscellaneous personal goods and services
92,5,2.254972324,Miscellaneous personal goods and services
92,6,2.379172306,Miscellaneous personal goods and services
92,7,2.216366608,Miscellaneous personal goods and services
92,8,2.271487095,Miscellaneous personal goods and services
92,9,2.163706628,Miscellaneous personal goods and services
92,10,2.271396185,Miscellaneous personal goods and services
93,1,2.063171182,Miscellaneous personal goods and services
93,2,2.395052384,Miscellaneous personal goods and services
93,3,3.058998758,Miscellaneous personal goods and services
93,4,2.24352883,Miscellaneous personal goods and services
93,5,2.327797674,Miscellaneous personal goods and services
93,6,2.296353219,Miscellaneous personal goods and services
93,7,2.385073397,Miscellaneous personal goods and services
93,8,2.105213446,Miscellaneous personal goods and services
93,9,2.127395827,Miscellaneous personal goods and services
93,10,1.890343171,Miscellaneous personal goods and services
94,1,2.190951568,Miscellaneous personal goods and services
94,2,2.420095338,Miscellaneous personal goods and services
94,3,2.390727033,Miscellaneous personal goods and services
94,4,2.429790966,Miscellaneous personal goods and services
94,5,2.3258552,Miscellaneous personal goods and services
94,6,2.264978459,Miscellaneous personal goods and services
94,7,2.329786607,Miscellaneous personal goods and services
94,8,2.456754236,Miscellaneous personal goods and services
94,9,2.206425441,Miscellaneous personal goods and services
94,10,2.205654361,Miscellaneous personal goods and services
95,1,2.154264397,Miscellaneous personal goods and services
95,2,2.251217714,Miscellaneous personal goods and services
95,3,2.325475631,Miscellaneous personal goods and services
95,4,2.934417925,Miscellaneous personal goods and services
95,5,2.356941773,Miscellaneous personal goods and services
95,6,2.185825385,Miscellaneous personal goods and services
95,7,2.277164683,Miscellaneous personal goods and services
95,8,2.007775402,Miscellaneous personal goods and services
95,9,2.124245825,Miscellaneous personal goods and services
95,10,2.169642825,Miscellaneous personal goods and services
96,1,2.275990048,Miscellaneous personal goods and services
96,2,2.375076642,Miscellaneous personal goods and services
96,3,2.314351186,Miscellaneous personal goods and services
96,4,2.403142748,Miscellaneous personal goods and services
96,5,2.252970715,Miscellaneous personal goods and services
96,6,2.220366744,Miscellaneous personal goods and services
96,7,2.273014463,Miscellaneous personal goods and services
96,8,2.156305301,Miscellaneous personal goods and services
96,9,2.092122489,Miscellaneous personal goods and services
96,10,2.108371668,Miscellaneous personal goods and services
87,1,7.95751978,Durable
87,2,10.65555065,Durable
87,3,11.56179699,Durable
87,4,14.00375201,Durable
87,5,16.64994792,Durable
87,6,15.02189081,Durable
87,7,17.37048578,Durable
87,8,17.32346453,Durable
87,9,25.81138623,Durable
87,10,34.24893885,Durable
88,1,9.311749544,Durable
88,2,4.784371561,Durable
88,3,13.01332143,Durable
88,4,14.06264897,Durable
88,5,19.42419564,Durable
88,6,18.69001165,Durable
88,7,17.26501882,Durable
88,8,17.35985816,Durable
88,9,17.87628023,Durable
88,10,23.05608361,Durable
89,1,8.207409616,Durable
89,2,9.799451367,Durable
89,3,-7.67732113,Durable
89,4,15.39772072,Durable
89,5,-4.116325528,Durable
89,6,16.30362664,Durable
89,7,17.09348996,Durable
89,8,19.46567557,Durable
89,9,20.72922839,Durable
89,10,24.82700477,Durable
90,1,6.749093879,Durable
90,2,9.584335121,Durable
90,3,6.945832244,Durable
90,4,10.05702116,Durable
90,5,13.37189601,Durable
90,6,15.92828027,Durable
90,7,15.86813911,Durable
90,8,17.10402983,Durable
90,9,19.14647409,Durable
90,10,20.97058957,Durable
91,1,9.365499954,Durable
91,2,10.53939602,Durable
91,3,10.47086617,Durable
91,4,12.4726141,Durable
91,5,14.21487298,Durable
91,6,36.97246858,Durable
91,7,18.52820502,Durable
91,8,18.9838621,Durable
91,9,16.9388885,Durable
91,10,18.4766881,Durable
92,1,9.16783888,Durable
92,2,16.96275921,Durable
92,3,13.13447082,Durable
92,4,15.26370147,Durable
92,5,14.65029161,Durable
92,6,14.19953967,Durable
92,7,20.47683809,Durable
92,8,15.19018284,Durable
92,9,18.09240231,Durable
92,10,16.23210707,Durable
93,1,7.799033272,Durable
93,2,9.03961309,Durable
93,3,-61.30895165,Durable
93,4,19.43579835,Durable
93,5,14.75019357,Durable
93,6,17.82828459,Durable
93,7,15.88705382,Durable
93,8,20.64926197,Durable
93,9,18.43183586,Durable
93,10,26.99732759,Durable
94,1,10.29280227,Durable
94,2,10.96994127,Durable
94,3,18.39045716,Durable
94,4,14.84299883,Durable
94,5,18.03414782,Durable
94,6,16.13394743,Durable
94,7,17.35236331,Durable
94,8,16.17780889,Durable
94,9,19.27630564,Durable
94,10,22.70032508,Durable
95,1,9.677787674,Durable
95,2,13.75425057,Durable
95,3,14.41550807,Durable
95,4,5.253900021,Durable
95,5,14.65569551,Durable
95,6,16.65510107,Durable
95,7,15.70390587,Durable
95,8,19.82806901,Durable
95,9,19.57742409,Durable
95,10,21.11423705,Durable
96,1,9.601353847,Durable
96,2,12.04954937,Durable
96,3,15.35315464,Durable
96,4,14.25558631,Durable
96,5,16.38069319,Durable
96,6,17.83108048,Durable
96,7,17.76593248,Durable
96,8,19.97729923,Durable
96,9,20.68855479,Durable
96,10,24.88999719,Durable
